song_link,song,lyrics,artist_name,Verbs,Nouns,Adverbs,Corpus
/lyric/29841471/The+Beatles/The+Sheik+of+Araby,The Sheik of Araby,"""I'm the Sheik of Araby, 
Your love belongs to me.
At night when you're asleep 
Into your tent I'll creep.
The stars that shine above,
Will light our way to love.
You'll rule this land with me;",The_Beatles,belong will creep shine Will light love will rule,love night tent star way land,when above, Sheik Araby love belong night asleep tent creep star shine light way love rule land 
/lyric/34318759/The+Beatles/Right+After+the+Dance,Right After the Dance,"Well I would if I could and if I got the chance make love to you right after the dance
We'll park by the river underneath the moon on my old guitar I'll play you a tune
Well things will be right and the moon will be bright
And maybe you'll let me hold you tight
Stick around baby and give me the chance to make love to you right after the dance

Well we won't quarrel and we won't fight and maybe we'll stay out all the night
I'll hug and kiss you if you'll give me the chance
To make love to you right after the dance 
We'll bill and coo and patch a little woo and maybe you'll say oh yes I do
Well I'll be the teacher if you'll take a chance
And we'll have call for preacher right after the dance

We'll bill and coo...",The_Beatles,would could get make will park will play will will will let hold stick give make will quarrel will fight will stay will hug kiss will give make will bill patch will say will will take will call will bill,chance love dance river moon guitar tune thing moon baby chance love dance night chance love dance woo teacher chance preacher dance,right maybe right maybe right maybe right,get chance love right dance park river underneath moon old guitar play tune thing right moon bright maybe let hold tight stick baby chance love right dance will quarrel will fight maybe stay night hug kiss chance love right dance bill coo patch little woo maybe oh yes teacher chance preacher right dance bill coo 
/lyric/33538281/The+Beatles/That%27ll+Be+the+Day,That'll Be the Day,"Well, that'll be the day, when you say goodbye
Yes, that'll be the day, when you make me cry
You say you're gonna leave, you know it's a lie
'Cause that'll be the day when I die

Well, you give me all your loving and your turtle doving
All your hugs and kisses and your money too
Well, you know you love me baby, until you tell me, maybe
That some day, well I'll be through

Well, that'll be the day, when you say goodbye
Yes, that'll be the day, when you make me cry
You say you're gonna leave, you know it's a lie
'Cause that'll be the day when I die

Well, that'll be the day, when you say goodbye
Yes, that'll be the day, when you make me cry
You say you're gonna leave, you know it's a lie
'Cause that'll be the day when I die

Well, when Cupid shot his dart he shot it at your heart
So if we ever part and I leave you
You sit and hold me and you tell me boldly
That some day, well I'll be blue

Well, that'll be the day, when you say goodbye
Yes, that'll be the day, when you make me cry
You say you're gonna leave, you know it's a lie
'Cause that'll be the day when I die

Well, that'll be the day, woo ho
That'll be the day, woo ho
That'll be the day, woo ho
That'll be the day",The_Beatles,will say will make cry say go leave know because will die give dove know love tell will will say will make cry say go leave know because will die will say will make cry say go leave know because will die shoot shoot leave sit hold tell will will say will make cry say go leave know because will die will woo will woo will woo will,day day lie day loving turtle hug kiss money baby day day day lie day day day lie day dart heart part day day day lie day day day day day,when when when too maybe when when when when when when when so ever boldly when when when, day goodbye yes day cry go to leave know lie because day die loving turtle dove hug kiss money know love baby tell maybe day day goodbye yes day cry go to leave know lie because day die day goodbye yes day cry go to leave know lie because day die Cupid shoot dart shoot heart leave sit hold tell boldly day blue day goodbye yes day cry go to leave know lie because day die day woo ho day woo ho day woo ho day
/lyric/28556117/The+Beatles/The+Saints,The Saints,"Well a-when the saints go marching in, 
When the saints go marching in 
Mm I want to be, I'm gonna be in that number, 
Ooo when the saints go marching in. 

Oh when the sun yeah begins to shine. 
When that old sun begins to shine, 
I tell you something I'm gonna be I'm gonna be in that number, 
When the sun begins to shine. 

Yeah when my lord calls me home again, 
Ah when my lord calls me home again, 
I'll tell you I'm gonna be in that number, 
Oh when my lord calls me home again. 

Oh when the saints go marching in, 
When the saints go marching in 
I tell you something I'm gonna be I'm gonna be in that number, 
When the saints go marching in. 

Well when the sun yeah begins to shine. 
When that sun begins to shine, 
I tell you something I'm gonna be I'm gonna be in that number, 
When that old sun begins to shine. 

Lazy one time. 
Mm mm, yeh, alright, mm, yeah, 
Ooo when the saints go marching in. 

Yeah when the saints go marching in, 
Yeah when the saints go marching in 
I tell you something, I'm gonna be I'm gonna be in that number, 
Yeah when the saints go marching in. 

Yeah when my lord calls me home again, 
Ah when my lord calls me home again, 
I'll tell you I'm gonna be in that number, 
Oh when the saints go marching in.",The_Beatles,go march go march want go go march begin shine begin shine tell go go begin shine call call will tell go call go march go march tell go go go march begin shine begin shine tell go go begin shine go march go march go march tell go go go march call call will tell go go march,saint saint number saint sun sun number sun number saint saint number saint sun sun number sun time saint saint saint number saint number saint,when in when when in when when when when home again when home again when home again when in when when in when when when when in when in when when in when home again when home again when in, saint march saint march Mm want go to number ooo saint march oh sun yeah begin shine old sun begin shine tell go to go to number sun begin shine yeah lord call home ah lord call home tell go to number oh lord call home oh saint march saint march tell go to go to number saint march sun yeah begin shine sun begin shine tell go to go to number old sun begin shine lazy time Mm mm yeh alright mm yeah ooo saint march yeah saint march yeah saint march tell go to go to number yeah saint march yeah lord call home ah lord call home tell go to number oh saint march 
/lyric/30096622/The+Beatles/I+Got+a+Woman,I Got a Woman,"Well, I got a woman way cross town
She's good to me, oh ho yeah
Said I got a woman way cross town
She's good to me, oh yeah

She gives me money every time I need
Yes, you know she's a kind of friend indeed
Said I got a woman way cross town
She's good to me, oh ho yeah

She says she loves me early in the morning
Just for me, oh ho yeah
She says she loves me early in the morning
Just for me, oh yeah

She says she loves me just for me, yeah
You know she loves me so tenderly
Said I got a woman way cross town
She's good to me, oh yeah
Ow!

She's there to love me
All day and night
Never grumbles or fusses
Just treats me right
Never runnin' in the streets
Leave me alone
She knows a woman's place
Is right back there with her hanging around the home

Got a woman way cross town
She's good to me, oh yeah
Well, I got a woman way cross town
She's good to me, oh yeah

Well, she's my baby, don't you understand
That I, I, I, I, I'm her loving man
Said I got a woman way cross town
She's good to me, oh ho yeah

Well, that much is alright
Well, that much is alright

I got a woman
Way cross town
She's good to me
Oh ho ho yeah",The_Beatles,get say get give need know say get say love say love say love know love say get love grumble fuss treat runnin leave know get get understand say get get,woman way cross town woman way cross town money time kind friend woman way cross town morning morning woman way cross town day night street woman place hanging home woman way cross town woman way cross town baby man woman way cross town woman way cross town,indeed early just early just just so tenderly there never just never right back there, get woman way cross town good oh ho yeah say get woman way cross town good oh yeah give money time need yes know kind friend say get woman way cross town good oh ho yeah say love early morning oh ho yeah say love early morning oh yeah say love yeah know love tenderly say get woman way cross town good oh yeah ow love day night grumble fuss treat right runnin street leave know woman place right hanging home get woman way cross town good oh yeah get woman way cross town good oh yeah baby understand loving man say get woman way cross town good oh ho yeah alright alright get woman way cross town good oh ho ho yeah
/lyric/30096621/The+Beatles/Too+Much+Monkey+Business,Too Much Monkey Business,"Running to and fro, 
Hard working at the mill, 
Never failed at the mill, 
There come a rotten bill. 
Aw too much monkey business, 
Too much monkey business, 
Too much monkey business 
For me to be involved again. 

Salesman talking to me, 
Trying to run me up a creek, 
Says you can buy it, go on try it, 
You can pay me next week. 
Aw too much monkey business, 
Too much monkey business, 
Too much monkey business 
For me to be involved again. 

Blonde hair, good-looking, 
Trying to get me hooked and married 
Get a home, settle down by the book. 
Too much monkey business, 
Too much monkey business, 
Too much monkey business 
For me to be involved again. 

Been to Yokohama, baby, 
Fighting in the war, 
Army bunk, army chow, 
Army clothes, army car. 
Too much monkey business, 
Too much monkey business, 
Too much monkey business 
For me to be involved again. 

Same thing every day, 
Getting up, going to school. 
No need for me complaining, 
My objection's overruled. 
Aw too much monkey business, 
Too much monkey business, 
Too much monkey business 
For me to be involved again. 

Working in the filling station, 
Too many tasks, 
Wipe the windows, check the oil, 
Check the tires, dollar gas? 
Aw too much monkey business, 
Too much monkey business 
Don't want you by the race, 
Get away and leave me. 

[Original has one more verse: 
Pay-phone, something's wrong, 
Dime gone, will mail. 
Oughta sue the operator 
For telling me a tale. 
Too much monkey business, 
Too much monkey business, 
Too much monkey business 
For me to be involved with you.]",The_Beatles,run work fail come involve talk try run say can buy go try can pay involve look try settle involve fight involve get go complain overrule involve work wipe check check want leave go will mail oughta sue tell involve,mill mill bill monkey business monkey business monkey business salesman creek week monkey business monkey business monkey business hair home book monkey business monkey business monkey business baby war army bunk army chow clothe army car monkey business monkey business monkey business thing day school need objection monkey business monkey business monkey business filling station task window oil tire dollar gas monkey business monkey business race verse pay phone operator tale monkey business monkey business monkey business,hard never too too too again too too too again good too too too again too too too again too too too again too too too away too too too,run fro hard work mill fail mill come rotten bill aw monkey business monkey business monkey business involve salesman talk try run creek say buy try pay week aw monkey business monkey business monkey business involve blonde hair good look try hooked married home settle book monkey business monkey business monkey business involve Yokohama baby fight war army bunk army chow Army clothe army car monkey business monkey business monkey business involve thing day get go school need complain objection overrule aw monkey business monkey business monkey business involve work filling station task wipe window check oil check tire dollar gas aw monkey business monkey business want race away leave original verse pay phone wrong Dime go mail oughta sue operator tell tale monkey business monkey business monkey business involve 
/lyric/30096634/The+Beatles/Keep+Your+Hands+Off+My+Baby,Keep Your Hands Off My Baby,"We've been friends for oh, so long 
I let you share what's mine 
But when you mess with the boy I love 
It's time to draw the line 
Keep your hands (keep your hands) off my bay-ee-a-by 
I ain't gonna tell you but-a one more time 
Oh, keep your hands (keep your hands) off my bay-ee-a-by 
Girl, you get it through your head 
That boy is mine 
I don't mind when you lend my clothes 
My jewelry and such 
But, honey, let's get something straight 
There's one thing you don't touch 
Keep your hands (keep your hands) off my baby 
Girl, you get it through your head 
That boy is mine 
Keep your hands (keep your hands) off my bay-ee-a-by 
I ain't gonna tell you but-a one more time 
Oh, keep your hands (keep your hands) off my bay-ee-a-by 
Girl, you get it through your head 
That boy is mine 
(Keep your hands) 
Oh, keep your hands (off my) off my baby (bay-ee-a-by ) 
I ain't gonna tell you twice 
(Keep your hands off my) 
He's mine (bay-ee-a-by) 
Yay, yay, yeah, he's mine 
(Keep your hands off my) 
You better watch yourself, now (bay-ee-a-by)
",The_Beatles,let share mess love draw keep keep be go tell keep keep get mind lend let touch keep keep get keep keep be go tell keep keep get keep keep be go tell keep keep watch,friend mine boy time line hand hand time hand hand girl head boy clothe jewelry honey thing hand hand baby girl head boy hand hand time hand hand girl head boy hand hand baby by hand mine mine hand by,so long when when twice better now,friend oh long let share mess boy love time draw line hand hand bay ee be go to tell time oh hand hand bay ee girl head boy mind lend clothe jewelry honey let straight thing touch hand hand baby girl head boy hand hand bay ee be go to tell time oh hand hand bay ee girl head boy hand oh hand baby bay ee be go to tell twice hand bay ee yay yay yeah hand better watch bay ee 
/lyric/30096632/The+Beatles/Young+Blood,Young Blood,"I saw her standing on the corner (yip yip boom)
A yellow ribbon in her hair (yip yip boom)
I couldn't stop myself from calling
Well look a-there, look a-there
Wow look a-there, well look a-there

Young blood, young blood, young blood
I can't get you out of my mind

I took one look and I was fractured (yip yip boom)
I tried to walk but I was lame (yip yip boom)
I tried to talk but I just stuttered
Well what's your name? What's your name?
Well what's your name? Well what's your name?

Young blood, young blood, young blood
I can't get you out of my mind

What crazy stuff! She looked so tough
I tried to follow her all the way home
Well things went bad, I met her dad
He said, ""You'd better leave my daughter alone""

Well I tried to speak but I just stuttered (yip yip boom)
I saw the rising of the sun (yip yip boom)
And all along my heart was falling
While you're the one, you're the one
While you're the one, you're the one

Young blood, oh young blood, yeah young blood
I can't get you out of my mind
Yeah young blood, oh young blood, yeah young blood
I can't get you out of my mind",The_Beatles,see could stop call look look look look can take fracture try walk try talk stutter can look try follow go meet say 'd leave try speak stutter see fall can can,standing corner boom ribbon hair boom blood blood blood mind look boom boom name name name name blood blood blood mind stuff way thing dad daughter boom rising sun boom heart one one one one blood blood blood mind blood blood blood mind,there there there there just so home better alone just,see standing corner yip yip boom yellow ribbon hair yip yip boom stop call look look wow look look young blood young blood young blood mind take look fracture yip yip boom try walk lame yip yip boom try talk stutter young blood young blood young blood mind crazy stuff look tough try follow way home thing go bad meet dad say better leave daughter try speak stutter yip yip boom see rising sun yip yip boom heart fall young blood oh young blood yeah young blood mind yeah young blood oh young blood yeah young blood mind
/lyric/30096631/The+Beatles/A+Shot+of+Rhythm+and+Blues,A Shot of Rhythm and Blues,"Well, if your hands start a-clappin' 
And your fingers start a-poppin' 
And your feet start a-movin' around 
And if you start to swing and sway 

When the band starts to play 
A real cool way out sound 
And if you get to can't help it and you can't sit down 
You feel like you gotta move around 

You get a shot of rhythm and blues. 
With just a little rock and roll on the side 
Just for good measure. 
Get a pair of dancin' shoes 

Well, with your lover by your side 
Don't you know you're gonna have a rockin' time, see'mon! 
Don't you worry 'bout a thing 
If you start to dance and sing 

And chills come up on you 
And if the rhythm finally gets you and the beat gets you too 
Well, here's something for you to do 

Get a shot of rhythm and blues 
With just a little rock and roll on the side 
Just for good measure 
Get a pair of dancin' shoes 

Well, with your lover by your side 
Don't you know you're gonna have a rockin' time, see'mon! 
Don't you worry 'bout a thing 
If you start to dance and sing 

And chills come up on you 
And if the rhythm finally gets you and the beat gets you too 
Well, here's something for you to do 

Get a shot of rhythm and blues 
Get a pair of dancin' shoes 
Get a shot of rhythm and blues 
Well, with your lover by your side 

Don't you know you're gonna have a rockin' time, see'mon! 
Don't you worry 'bout a thing 
If you start to dance and sing 
And chills come up on you 

And if the rhythm finally gets you and the beat gets you too 
Well, here's something for you to do 
Well, here's something for you to do 
Well, here's something for you to do",The_Beatles,start start start start swing sway start play get can help can sit feel got move get roll know go worry start dance sing come get get roll know go worry start dance sing come get get know go worry start dance sing come get get,hand clappin finger foot movin band way sound shot rhythm blue rock side measure pair dancin shoe lover side rockin time see'mon thing chill rhythm beat shot rhythm blue rock side measure pair dancin shoe lover side rockin time see'mon thing chill rhythm beat shot rhythm blue pair dancin shoe shot rhythm blue lover side rockin time see'mon thing chill rhythm beat,around when real out around just just finally too here just just finally too here finally too here here here, hand start clappin finger start poppin foot start movin start swing sway band start play real cool way sound help sit feel like got to shot rhythm blue little rock roll good measure pair dancin shoe lover know go to rockin time see mon worry about thing start dance sing chill come rhythm finally get beat get shot rhythm blue little rock roll good measure pair dancin shoe lover know go to rockin time see mon worry about thing start dance sing chill come rhythm finally get beat get shot rhythm blue pair dancin shoe shot rhythm blue lover know go to rockin time see mon worry about thing start dance sing chill come rhythm finally get beat get 
/lyric/30096630/The+Beatles/Sure+To+Fall+%28In+Love+With+You%29,Sure To Fall (In Love With You),"I'm sure to fall, fall in love, 
I'm sure to fall in love with you. 
You are so sweet and so near. 
I'm sure to fall in love with you. 

So hold me tight, 
And let tonight be the night. 
Darling, don't ever let me go. 
Loving you is the natural thing to do, 
I want you for the rest of my life. 

So hold me tight, 
Let tonight be the night. 
Oh darling, don't ever let me go. 
Loving you is the natural thing to do, 
I want you for the rest of my life.",The_Beatles,fall fall fall fall hold let let go love want hold let let go love want,love love love tonight night darling thing rest life tonight night darling thing rest life,so so near so ever ever,sure fall fall love sure fall love sweet near sure fall love hold tight let tonight night darling let love natural thing want rest life hold tight let tonight night oh darling let love natural thing want rest life 
/lyric/30096629/The+Beatles/Some+Other+Guy,Some Other Guy,"Some other guy now, has taken my love away from me, oh now
Some other guy now, has taken away my sweet desire, oh now
Some other guy now, I just don't want to hold my hand, oh now
I'm the lonely one, as lonely as I can feel all right

Some other guy now, is sippin' up the honey like a yellow dog, oh now
Some other guy now, has taken my love just like I'm gone, oh now
Some other guy now, has taken my love away from me, oh now
I'm the lonely one, as lonely as I can feel all right
Oh ho ho-ho
Oh yeah! Ow! Ow!

Some other guy, is makin' me very very mad, oh now
Some other guy now, is makin' my past seem oh so bad, oh now
Some other guy now, she was the first girl I ever had, oh now
I'm the lonely one, as lonely as I can feel all right
Oh ho ho-ho
I'm a-talkin' to you, right now
Ow!

Hey!",The_Beatles,take take want hold can feel sippin take go take can feel seem can feel,guy love guy desire guy hand one guy honey dog guy love guy love one ho ho guy guy past guy girl one ho ho talkin,now away now now away now now just now as all now now now just now now away now as all very very now now so now now ever now as all right now,guy take love away oh guy take away sweet desire oh guy want hold hand oh lonely lonely feel right guy sippin honey like yellow dog oh guy take love like go oh guy take love away oh lonely lonely feel right oh ho ho ho oh yeah ow ow guy makin mad oh guy makin past oh bad oh guy girl oh lonely lonely feel right oh ho ho ho talkin right ow hey 
/lyric/30096650/The+Beatles/That%27s+All+Right+%28Mama%29,That's All Right (Mama),"Well that's all right mama, 
That's all right for you. 
Yeh that's all right mama, 
Just anyway you do. 

That's all right, 
That's all right, 
That's all right my mama, 
Anyway you do. 

Well mama she done told me, 
Papa done told me too. 
Son that gal you're fooling with, 
She ain't no girl for you. 

That's all right, 
That's all right, 
That's all right my mama, 
Anyway you do. 

I'm leaving town baby, 
I'm leaving town for sure, 
Then you won't be bothered 
With me hanging round your door. 

That's all right, 
That's all right. 
Yeh that's all right my mama, 
Anyway you do. 

Well that's all right mama, 
Yeah that's all right for you. 
That's all right mama, 
Just anyway you do. 

That's all right, 
That's all right, 
That's all right my mama, 
Anyway you do. 

Dee dee dee dee dee dee, 
Da da dee dee dee, 
Da da dee dee dee, 
I need your loving. 
That's all right. 
Well that's all right my mama, 
Anyway you do. 
Yeh that's all right my mama, 
Anyway you do.",The_Beatles,do tell do tell gal fool be leave leave will bother hang dee need,mama mama mama mama girl mama town baby town door mama mama mama mama dee dee dee dee dee loving mama mama,all all all just all all all too all all all then all all all all all all just all all all all all all,right mama right Yeh right mama right right right mama mama tell Papa tell Son gal fool be girl right right right mama leave town baby leave town sure will bother hang round door right right Yeh right mama right mama yeah right right mama right right right mama dee dee dee dee dee dee Da da dee dee dee Da da dee dee dee need loving right right mama Yeh right mama 
/lyric/30096649/The+Beatles/Carol,Carol,"Oh Carol, don't let him 
Steal your heart away 
Well I've got to learn to dance 
If it takes me all night and day

Well come into my machine 
So we can move on out
I know a jumping little joint 
Where we can jump and shout
It's not too far back on the highway 
Not too long a ride
You take your car along 
And you park it outside 
A little cutie takes your hat 
And you can thank her, ma'am
'Cause every time you're gonna drive 
You find the joint is jammed

Oh Carol, don't let him 
Steal your heart away
Well I've got to learn to dance 
If it takes me all night and day Auw

Well if you want to hear some music 
Like the boys all play
Hold tight, tap your foot
Don't let it carry you away
Don't let the heat overcome you 
'Cause they play so loud 
While the music will treat you 
When they get a crowd
Well you can dance 
I know you will, you thought
I got my eyes on you baby
'Cause you dance so good
Don't let him 
Steal your heart away
I've got to learn to dance 
If it takes me all night and day 
Well I've got to learn to dance 
If it takes you all night and day",The_Beatles,let steal get learn dance take come can move know jump can jump shout take park take can thank because go drive find let steal get learn dance take want hear play hold tap let carry let overcome because play will treat get can dance know will think get because dance let steal get learn dance take get learn dance take,heart night day machine joint highway ride car cutie hat time joint heart night day music boy foot heat music crowd eye baby heart night day night day,away so out where too far back too away away so when so away,oh Carol let steal heart away get learn dance take night day come machine know jump little joint jump shout far highway long ride car park outside little cutie take hat thank madam because time go to drive find joint jammed oh Carol let steal heart away get learn dance take night day Auw want hear music like boy play hold tight tap foot let carry away let heat overcome because play loud music treat crowd dance know think get eye baby because dance good let steal heart away get learn dance take night day get learn dance take night day
/lyric/30096647/The+Beatles/Soldier+of+Love,Soldier of Love,"Lay down your arms of love 
And surrender to me
Lay down your arms of love
And love me peacefully, yeah

Use your arms for loving me
Baby, that's the way it's got to be

There ain't no reason for you to be bad 
For you're the woman and I love you so

So forget the other boys, 'cause my love is real
Come off your battlefield

Lay down your arms of love
And love me peacefully
Lay down your arms of love 
And love me tenderly, yeah

Use your arms for hold me tight
Baby, I don't want to fight no more 

The weapons you're using 
Are hurting me bad
And someday you're going to see
'Cause my love for you, baby
Is the truest you've ever had
A soldier of love is hard to be

Lay down your arms of love 
And love me peacefully
Lay down your arms of love 
And surrender to me, yeah

Use your arms for squeezing
And please the one that you want to hold
Soldier of love

Baby, lay down your arms
Soldier of love
Baby, lay down your arms",The_Beatles,lay surrender lay love use love get be love forget because come lay love lay love use hold want fight use hurt go see because have lay love lay surrender use squeeze want hold lie lie,arm love arm love arm way reason woman boy love battlefield arm love arm love arm baby weapon love baby soldier love arm love arm love arm one soldier love arm soldier love arm,peacefully so so peacefully tenderly someday ever peacefully,lay arm love surrender lay arm love love peacefully yeah use arm love Baby way get be reason bad woman love forget boy because love real come battlefield lay arm love love peacefully lay arm love love tenderly yeah use arm hold tight baby want fight weapon hurt bad someday go because love baby true soldier love hard lay arm love love peacefully lay arm love surrender yeah use arm squeeze want hold soldier love Baby lie arm soldier love Baby lie arm
/lyric/30096645/The+Beatles/Clarabella,Clarabella,"Well, I got a baby crazy for me
Yeah, I got a baby won't let me be
Who, baby baby, Clarabella
Baby baby, Clarabella
Baby baby, wo wo, yeah uh

Well, she needs no coaching on making love
All she needs is the stars up above
Who, baby baby, Clarabella
Baby baby, Clarabella
Baby baby, wo wo, yeah uh
Ahh! Woo hoo

Well now, Clarabella
You're my honey, Clarabella
Ooh yeah now, Clarabella
I said you're my baby
Clarabella
Yeah, Clarabella, baby
Wo wo, yeah yeh

Well, she's got no time for a dungeries
Already knows her ABC's
Who, baby baby, Clarabella
Baby baby, Clarabella
Baby baby, wo wo, yeah yeh
Ahh ow! Woo

Well now, Clarabella
Yeah, you're my honey, Clarabella
Woo ooh, you're my baby, Clarabella
You're my honey, Clarabella
Yeah, Clarabella, baby
Wo wo, yeah heh yeah, oh yeah",The_Beatles,get get will let wo wo need make need wo wo woo say Wo wo get know wo wo woo Wo wo,baby baby baby baby baby baby baby baby coaching love star baby baby baby baby baby baby honey baby baby time dungerie baby baby baby baby baby baby honey baby honey baby,above now now already now, get baby crazy yeah get baby will let baby baby Clarabella baby baby Clarabella baby baby wo wo yeah uh need coaching make love need star baby baby Clarabella baby baby Clarabella baby baby wo wo yeah uh ahh woo hoo Clarabella honey Clarabella ooh yeah Clarabella say baby Clarabella yeah Clarabella baby Wo wo yeah yeh get time dungerie know ABC baby baby Clarabella baby baby Clarabella baby baby wo wo yeah yeh ahh ow woo Clarabella yeah honey Clarabella woo ooh baby Clarabella honey Clarabella yeah Clarabella baby Wo wo yeah heh yeah oh yeah
/lyric/30096641/The+Beatles/The+Honeymoon+Song,The Honeymoon Song,"I never knew that a day 
Like today lay before us. 
I've got the sun in my heart 
And my heart's in the sun. 

Skies are as bright 
As your eyes, 
The horizon is open. 
Love is the ceiling, 

Feelings are reelings 
Free as the air. 

Forever on and forever, 
Forever on side by side. 
Who ever knew that we two 
Could be free as we'd fancy, 

Fancy is free 
But are we bound 
To each other by love, 
To each other by love? 

Who ever knew that we two 
Could be free as we'd fancy, 
Fancy is free 
But are we bound 

To each other by love, 
To each other by love, 
To each other by love, 
To each other by love?",The_Beatles,know lie get know Could 'd fancy bind know Could 'd fancy bind,day today sun heart heart sun sky eye horizon love ceiling feeling reeling air side side fancy love love love love love love,never as forever on forever forever ever ever,know day like today lie get sun heart heart sun sky bright eye horizon open love ceiling feeling reeling free air forever forever forever know free fancy fancy free bind love love know free fancy Fancy free bind love love love love 
/lyric/30096640/The+Beatles/Johnny+B+Goode,Johnny B Goode,"Deep down in Louisianna
Close to New Orleans
Way back up in the woods
Among the evergreens
There stand a country cabin
Made of clay and wood
Where lives a young country boy
Named Johnny B. Goode
He never ever learned
To read or write a book so well
But he could play his guitar
Just like a-ringing a bell

Go go, go Johnny go go go!
Go Johnny go go go!
Go Johnny go go go!
Go Johnny go go go!
Aah Johnny B. Goode!

He used to carry his guitar
In a gunny sack
Sit beneath the trees
By the railroad track
Oh sitting and a-playing
In the shade
Drumming to the rhythm
That the drivers made
People passing by
Used to stop and say
My oh my
That country boy can play

Go go, go Johnny go go go!
Go Johnny go go go!
Go Johnny go go go!
Go Johnny go go go!
Aah Johnny B. Goode!

Well his mama told him
Someday you will be a man
And you will be the leader
Of a big old band
Many people coming
From miles around
To hear you play your music
Till the sun goes down
Maybe some day
Your name will be in light
Saying Johnny B. Goode tonight!

Go go, go Johnny go go go!
Go Johnny go go go!
Go Johnny go go go!
Go Johnny go go go!
Aah Johnny B.Goode!",The_Beatles,stand make live name learn read write could play ring go go go go go go go go go go go go go go go go go go use carry sit sit drum make pass use stop say can play go go go go go go go go go go go go go go go go go go tell will will come hear play go will say go go go go go go go go go go go go go go go go go go,way wood evergreen country cabin clay wood country boy book guitar bell guitar gunny sack tree railroad track playing shade rhythm driver People country boy mama man leader band people mile music sun day name light tonight,deep down back where never ever so well just by someday around maybe,deep Louisianna close New Orleans way wood evergreen stand country cabin clay wood live young country boy name Johnny B Goode learn read write book play guitar like ring bell Johnny Johnny Johnny Johnny aah Johnny B Goode carry guitar gunny sack sit beneath tree railroad track oh sit playing shade drum rhythm driver People pass stop oh country boy play Johnny Johnny Johnny Johnny aah Johnny B Goode mama tell someday man leader big old band people come mile hear play music till sun go maybe day light say Johnny B Goode tonight Johnny Johnny Johnny Johnny aah Johnny B Goode 
/lyric/30096639/The+Beatles/Memphis%2C+Tennessee,"Memphis, Tennessee","Long distance information 
Give me Memphis Tennessee. 
Try to find the party 
Trying to get in touch with me. 
She would not leave her number 
But I know who placed the call. 
'Cause my uncle took the message 
And he wrote it on the wall. 

Help me, information, 
Get in touch with my Marie. 
She's the only one who'd phone me here 
From Memphis Tennessee. 
Her home is on the south side 
Just beyond the ridge, 
Just a half a mile 
From the Mississippi Bridge. 

Help me, information, 
More than that I cannot add. 
Only that I miss her 
And all the fun we had. 
We were pulled apart 
Because her mom would not agree. 
Help me get in touch with her 
In Memphis Tennessee. 

The last time I saw Marie 
She was waving me goodbye, 
With hurry homedrops on her cheek 
That trickled from her eyes. 
Marie is only six years old, 
Information please. 
Help me get in touch with her 
In Memphis Tennessee.",The_Beatles,give try find try would leave know place because take write help 'd phone help can add miss pull would agree help see wave trickle help,distance information party touch number call uncle message wall information touch home side ridge half mile information fun mom touch time goodbye hurry homedrop cheek eye year information touch,here just just only apart only,long distance information Memphis Tennessee try find party try touch leave number know place because uncle take message write wall help information touch Marie phone Memphis Tennessee home south ridge half mile Mississippi Bridge help information add miss fun pull apart mom agree help touch Memphis Tennessee time see Marie wave goodbye hurry homedrop cheek trickle eye Marie year old information help touch Memphis Tennessee 
/lyric/30096638/The+Beatles/Lucille,Lucille,"Ah Lucille
Baby do your sister's will
Ah Lucille
Baby do your sister's will
Well you went up and married
But I love you still

Ah Lucille
Baby satisfy my soul
Ah Lucille
Baby satisfy my soul
Well you know I love baby
I'll never let you go

Babe I woke up this morning
Lucille was not inside
I asked her friends about her
But all their lips were tight

Lucille
Please come back where you belong
Well I'm talking to you baby
I'll never put you on
Ah! Wha'!

Well Lucille
Baby do your sister's will
Oh Lucille
Yeah baby do your sister's will
Well you went up and married
But I love you still",The_Beatles,will will go love satisfy satisfy know love will let go wake ask come belong talk will put will will go love,baby sister baby sister baby soul baby soul baby morning friend lip baby baby sister baby sister,still never inside back where never still,ah Lucille baby sister ah Lucille baby sister go married love ah Lucille baby satisfy soul ah Lucille baby satisfy soul know love baby let Babe wake morning Lucille inside ask friend lip tight Lucille come belong talk baby ah wha Lucille baby sister oh Lucille yeah baby sister go married love
